Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
YouTube,onlyfans,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,only fans,Sexual or explicit,Hold/hide for review,Low,Phrase/substring,Explicit or unwanted sexual content.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,kill yourself,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,kys,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,I know where you live,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,dox,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,doxx,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,expose you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,ruin you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,idiot,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,moron,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,stupid,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,dumb,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,loser,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,pathetic,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,worthless,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,clown,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,trash,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,garbage,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,shut up,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,go away,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,hate you,General harassment,Hold/hide for review,Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,fraud,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,scammer,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,scam artist,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,liar,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,fake,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,incompetent,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,brand ambassador,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,ambassador opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,collaboration offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,collab opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
YouTube,promo offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use blocked words for severe categories and hold ambiguous comments for review.,Active
